track,feature_set,mode,feature,mean_gain_importance,mean_split_importance,mean_gain_share,std_gain_share,rank_by_mean_gain
vanilla_volume_assisted,volume_assisted,vanilla,log_ret_12,1188.6517697175343,123.66666666666667,0.0173511180084112,0.004115365973587553,22.0
vanilla_volume_assisted,volume_assisted,vanilla,log_ret_2,1774.1972852547963,147.66666666666666,0.030503337893031002,0.006897531401902396,7.0
vanilla_volume_assisted,volume_assisted,vanilla,log_ret_24,993.8505175113675,104.33333333333333,0.015442311031360635,0.001522166894577931,33.0
vanilla_volume_assisted,volume_assisted,vanilla,log_ret_3,1584.5756828784943,134.66666666666666,0.0246901646761786,0.0031031910885160265,10.0
vanilla_volume_assisted,volume_assisted,vanilla,log_ret_48,1386.4239894549053,146.66666666666666,0.021453551816141298,0.0025428127264864584,15.0
vanilla_volume_assisted,volume_assisted,vanilla,log_ret_6,1201.75346382459,121.33333333333333,0.018354607749102733,0.0025220135890717827,20.0
vanilla_volume_assisted,volume_assisted,vanilla,low_rel_prev_close,1046.0350759824116,112.0,0.015236072559378802,0.00369741393442071,29.0
vanilla_volume_assisted,volume_assisted,vanilla,lower_wick_pct,1693.5740052064264,176.33333333333334,0.025831143086728167,0.003372514728729592,8.0
vanilla_volume_assisted,volume_assisted,vanilla,minute_of_day_cos,2467.0178043842316,222.66666666666666,0.04276146128308444,0.009133230493800451,4.0
vanilla_volume_assisted,volume_assisted,vanilla,minute_of_day_sin,2084.5893909136453,196.33333333333334,0.0327723951518088,0.004877199234295636,6.0
vanilla_volume_assisted,volume_assisted,vanilla,month_cos,659.8876680533091,67.0,0.010657514877587733,0.0010247309534286515,45.0
vanilla_volume_assisted,volume_assisted,vanilla,month_sin,516.053518851598,56.333333333333336,0.007703987216031434,0.0016240205937708262,46.0
vanilla_volume_assisted,volume_assisted,vanilla,open_rel_prev_close,1200.6383476257324,134.66666666666666,0.016375996591896466,0.006746076415559087,21.0
vanilla_volume_assisted,volume_assisted,vanilla,open_to_close_pct,865.4415097236633,86.33333333333333,0.013296175105993499,0.0015505294465660274,41.0
vanilla_volume_assisted,volume_assisted,vanilla,roc_10,1187.119548002879,121.66666666666667,0.0191015107507063,0.0008331665058188382,23.0
vanilla_volume_assisted,volume_assisted,vanilla,roc_20,1004.3982193470001,106.0,0.015079491399546533,0.002911744202619893,32.0
vanilla_volume_assisted,volume_assisted,vanilla,roc_5,1672.2440872192383,159.66666666666666,0.028886467157799096,0.0044083311407126895,9.0
vanilla_volume_assisted,volume_assisted,vanilla,rolling_vol_10,1326.357766310374,140.0,0.020022695835362998,0.0031156427923892636,16.0
vanilla_volume_assisted,volume_assisted,vanilla,rolling_vol_100,1416.7390154997508,148.33333333333334,0.0214844400351203,0.0030969150367322978,14.0
vanilla_volume_assisted,volume_assisted,vanilla,rolling_vol_20,1043.5777247746785,112.66666666666667,0.015698619529971633,0.002866380913432252,30.0
vanilla_volume_assisted,volume_assisted,vanilla,rolling_vol_200,1475.1594333648682,152.66666666666666,0.022814178320433132,0.002226102667995871,13.0
vanilla_volume_assisted,volume_assisted,vanilla,rolling_vol_5,1293.7139995892842,140.0,0.0184620266304869,0.005735999297405615,17.0
vanilla_volume_assisted,volume_assisted,vanilla,rolling_vol_50,1091.6738597551982,119.66666666666667,0.016781646960170166,0.002263798328690283,26.0
vanilla_volume_assisted,volume_assisted,vanilla,rsi_14,1115.3704279263814,120.66666666666667,0.0161499239809579,0.004281497785266952,25.0
vanilla_volume_assisted,volume_assisted,vanilla,true_range_pct,953.5868703524275,97.66666666666667,0.014335778228936433,0.0025339137036876668,37.0
vanilla_volume_assisted,volume_assisted,vanilla,upper_wick_pct,1563.5444535414379,154.66666666666666,0.0259021560932622,0.0015240643116920156,11.0
vanilla_volume_assisted,volume_assisted,vanilla,volume_z20,2291.742371002833,222.33333333333334,0.0385435548031852,0.0038859025134030984,5.0
